enrollment_id,student_age,study_hours_per_week,completion_time_days,avg_score,weekday,course_category,plan_type,completed,satisfaction
2860,26.0,5.8,50.76,74.97,6,Design,Free,0,6
2861,44.0,3.89,55.49,78.02,3,Design,Free,0,8
2862,23.0,7.4,39.5,85.51,6,Design,Free,0,5
2863,38.0,4.71,48.94,69.27,5,Programming,Paid,1,9
2864,37.0,5.12,56.56,50.58,3,Programming,Free,0,6
2865,31.0,2.31,51.26,71.34,6,Design,Free,0,7
2866,16.0,2.35,57.57,58.09,2,Programming,Free,0,5
2867,27.0,6.86,50.34,52.74,3,Design,Free,0,5
2868,23.0,5.2,44.42,72.93,4,Design,Free,0,7
2869,27.0,3.8,58.71,74.59,4,Marketing,Free,1,9
2870,20.0,9.57,35.46,80.25,5,Programming,Free,0,7
2871,32.0,9.52,37.41,58.47,1,Business,Free,0,7
2872,34.0,6.18,46.38,78.89,3,Design,Paid,0,7
2873,35.0,2.11,50.14,81.54,4,Programming,Free,0,6
2874,24.0,4.82,65.37,65.1,2,Programming,Paid,1,8
2875,20.0,2.79,58.61,74.43,6,Programming,Free,0,5
2876,29.0,,41.38,87.17,2,Programming,Free,1,8
2877,39.0,3.33,68.71,49.65,2,Programming,Paid,1,10
2878,27.0,2.96,55.74,80.73,2,Design,Paid,1,9
2879,30.0,1.46,55.39,85.63,4,Design,Free,1,8
2880,25.0,4.37,67.51,63.79,0,Programming,Free,1,7
2881,23.0,1.8,49.16,88.64,1,Programming,Paid,1,10
2882,32.0,4.39,58.69,79.61,5,Programming,Paid,1,8
2883,26.0,5.54,43.26,91.69,1,Design,Free,0,6
2884,30.0,2.93,57.2,74.99,0,Programming,Free,0,7
2885,31.0,2.49,47.64,92.53,1,Design,Free,0,7
2886,29.0,3.93,52.18,71.6,2,Programming,Free,0,5
2887,31.0,2.79,63.19,51.59,0,Programming,Free,1,6
2888,21.0,4.41,45.84,65.87,5,Marketing,Free,1,8
2889,21.0,3.18,55.61,84.22,0,Programming,Paid,1,8
2890,27.0,3.87,54.18,79.98,2,Programming,Free,0,4
2891,27.0,4.34,47.57,68.27,1,Programming,Paid,1,8
2892,23.0,5.04,49.46,95.45,2,Marketing,Paid,1,6
2893,29.0,10.58,50.58,71.11,0,Business,Paid,0,8
2894,33.0,,49.62,76.08,6,Business,Free,0,7
2895,35.0,5.09,47.12,77.06,6,Marketing,Free,0,7
2896,37.0,3.06,71.74,52.03,0,Programming,Free,0,6
2897,18.0,4.48,57.59,71.34,1,Marketing,Free,0,5
2898,19.0,3.58,47.51,96.56,6,Programming,Free,1,9
2899,25.0,4.11,64.54,60.86,2,Business,Free,1,7
2900,28.0,5.43,51.61,80.25,0,Design,Free,0,4
2901,25.0,3.24,69.58,62.46,0,Design,Free,0,5
2902,23.0,4.24,57.22,66.71,2,Marketing,Paid,0,7
2903,25.0,4.07,64.34,55.03,3,Programming,Paid,0,5
2904,30.0,3.23,60.65,82.38,4,Marketing,Free,0,4
2905,18.0,5.48,41.72,61.54,1,Programming,Paid,1,8
2906,43.0,,59.51,84.94,2,Business,Free,0,6
2907,27.0,7.96,46.04,66.92,1,Marketing,Free,0,5
2908,34.0,16.92,30.04,73.54,3,Programming,Paid,1,10
2909,23.0,3.14,66.19,76.82,2,Marketing,Free,1,8
2910,31.0,4.63,57.74,57.83,1,Design,Free,0,6
2911,28.0,6.47,47.4,73.24,5,Business,Free,0,4
2912,33.0,3.6,56.48,72.2,3,Programming,Free,0,6
2913,26.0,2.59,45.7,85.4,3,Design,Free,0,5
2914,38.0,8.87,62.52,60.45,0,Business,Free,0,5
2915,17.0,5.52,54.56,65.83,0,Design,Free,1,10
2916,34.0,4.68,63.01,75.91,5,Programming,Free,0,5
2917,28.0,7.79,41.13,84.95,6,Programming,Free,0,4
2918,20.0,5.74,54.38,66.28,4,Marketing,Free,0,4
2919,41.0,4.96,64.74,57.18,0,Programming,Paid,1,9
2920,40.0,3.27,51.16,71.52,3,Business,Paid,0,7
2921,16.0,3.25,60.58,61.86,1,Marketing,Free,1,8
2922,28.0,8.72,49.39,76.77,0,Programming,Paid,1,7
2923,32.0,5.51,57.34,55.04,0,Programming,Free,1,10
2924,30.0,3.73,50.3,81.7,3,Business,Free,1,10
2925,38.0,8.98,52.24,70.55,2,Programming,Free,0,6
2926,36.0,3.78,60.68,84.04,3,Design,Free,1,6
2927,29.0,7.91,65.04,48.34,4,Business,Paid,0,8
2928,43.0,5.6,52.48,60.42,1,Design,Paid,0,8
2929,34.0,9.68,36.0,83.51,2,Programming,Free,0,6
2930,25.0,5.69,52.57,63.09,4,Business,Free,0,7
2931,23.0,4.14,64.43,59.34,1,Design,Free,1,7
2932,36.0,3.74,51.64,65.57,0,Programming,Free,0,4
2933,21.0,4.03,47.54,76.42,5,Design,Free,0,6
2934,24.0,3.66,51.47,74.84,1,Marketing,Paid,0,5
2935,25.0,2.74,50.29,80.15,0,Business,Paid,0,5
2936,29.0,5.82,54.04,81.33,5,Design,Paid,1,10
2937,26.0,3.19,62.91,71.36,3,Programming,Free,1,8
2938,18.0,3.19,50.63,84.18,1,Programming,Free,0,4
2939,35.0,3.9,56.52,67.83,5,Programming,Free,0,5
2940,24.0,5.19,38.33,71.48,1,Programming,Paid,0,5
2941,41.0,4.07,49.98,80.93,4,Marketing,Free,0,5
2942,29.0,8.87,51.83,74.63,4,Programming,Free,1,7
2943,36.0,5.46,53.54,61.07,5,Business,Free,0,7
2944,31.0,13.09,29.84,70.89,5,Programming,Paid,1,9
2945,36.0,4.16,62.06,77.26,4,Programming,Paid,1,9
2946,31.0,7.21,42.21,72.13,0,Design,Paid,0,6
2947,29.0,3.41,70.24,61.53,6,Programming,Free,1,6
2948,35.0,3.94,77.77,59.69,0,Business,Paid,0,6
2949,44.0,10.65,51.13,42.23,1,Marketing,Free,1,8
2950,25.0,2.87,67.15,68.57,3,Marketing,Free,1,8
2951,33.0,1.49,52.37,69.53,2,Programming,Free,1,9
2952,27.0,2.95,52.6,58.95,4,Business,Free,0,6
2953,31.0,1.64,52.03,84.53,0,Programming,Free,1,10
2954,27.0,3.3,64.75,65.51,3,Marketing,Paid,0,5
2955,16.0,2.76,54.84,83.13,2,Design,Free,0,6
2956,26.0,4.12,54.26,73.02,4,Programming,Free,1,8
2957,34.0,2.02,43.47,98.12,3,Programming,Paid,0,6
2958,22.0,8.68,42.67,78.48,5,Programming,Paid,1,8
2959,33.0,1.74,64.59,50.64,1,Programming,Free,0,6
2960,28.0,3.83,46.79,83.57,6,Marketing,Free,0,6
2961,26.0,3.5,44.87,89.67,2,Business,Free,0,5
2962,33.0,5.88,59.35,53.89,2,Marketing,Free,0,3
2963,32.0,5.94,44.73,79.67,3,Programming,Paid,0,6
2964,30.0,6.92,45.83,82.6,1,Design,Free,1,7
2965,34.0,3.45,48.89,65.45,5,Programming,Free,0,6
2966,28.0,3.29,68.36,49.78,1,Design,Free,1,6
2967,16.0,4.88,58.15,64.45,6,Programming,Free,0,5
2968,24.0,6.44,53.08,61.03,1,Programming,Free,0,3
2969,16.0,7.35,42.14,93.3,6,Design,Paid,0,5
2970,32.0,4.69,61.86,66.94,2,Programming,Free,0,5
2971,33.0,5.63,43.06,73.88,4,Design,Paid,1,9
2972,34.0,3.99,59.03,64.55,6,Business,Free,1,7
2973,30.0,6.1,42.18,75.91,0,Programming,Paid,0,7
2974,34.0,10.13,42.65,73.1,2,Marketing,Free,0,4
2975,16.0,3.64,57.3,66.1,6,Design,Free,1,8
2976,26.0,3.44,56.42,73.9,1,Business,Free,0,5
2977,17.0,3.33,65.06,64.87,0,Business,Free,0,4
2978,24.0,,65.35,46.49,3,Business,Paid,1,9
2979,38.0,,63.41,82.35,0,Business,Paid,1,6
2980,35.0,3.82,51.74,78.52,6,Marketing,Free,0,5
2981,32.0,6.03,55.33,73.2,6,Business,Free,1,9
2982,26.0,3.2,64.06,62.69,1,Programming,Free,0,3
2983,20.0,4.41,54.57,67.14,1,Programming,Free,1,9
2984,28.0,13.1,32.48,84.01,5,Business,Paid,1,8
2985,35.0,4.71,57.7,60.42,3,Programming,Free,1,7
2986,30.0,1.85,65.49,82.32,5,Programming,Paid,0,8
2987,16.0,2.15,72.53,50.3,6,Programming,Free,1,7
2988,28.0,4.53,50.13,79.68,2,Design,Paid,1,10
2989,16.0,2.82,57.45,68.31,1,Programming,Free,0,5
2990,33.0,4.25,57.69,82.03,4,Business,Free,0,6
2991,22.0,4.44,65.56,64.89,4,Business,Paid,0,7
2992,18.0,6.85,55.09,62.09,3,Business,Free,1,8
2993,33.0,2.48,70.55,51.27,2,Programming,Free,1,8
2994,31.0,3.69,65.79,68.33,1,Design,Free,1,7
2995,29.0,4.47,52.32,76.55,3,Design,Free,1,6
2996,42.0,5.91,56.49,60.02,2,Design,Paid,1,7
2997,31.0,5.42,56.45,70.13,3,Business,Paid,1,10
2998,22.0,1.37,58.05,75.33,0,Programming,Free,0,8
2999,31.0,5.26,62.23,75.42,6,Marketing,Paid,1,9
3000,25.0,3.79,54.92,68.9,4,Programming,Free,0,3
3001,36.0,7.48,53.46,58.43,6,Business,Paid,0,5
3002,29.0,5.61,63.61,73.0,5,Design,Free,0,5
3003,30.0,4.52,44.97,68.34,4,Programming,Free,0,5
3004,17.0,4.67,56.8,69.2,2,Business,Free,1,7
3005,27.0,7.45,45.21,69.83,4,Programming,Free,0,6
3006,27.0,8.51,46.22,71.6,3,Business,Paid,1,9
3007,20.0,4.59,48.36,69.44,6,Design,Free,0,7
3008,25.0,,44.91,55.52,1,Programming,Free,0,5
3009,30.0,3.82,52.45,83.69,0,Programming,Paid,0,7
3010,27.0,2.38,66.07,57.51,0,Business,Free,0,6
3011,17.0,4.04,62.02,69.9,1,Programming,Free,1,9
3012,25.0,4.28,33.2,95.54,4,Marketing,Paid,1,8
3013,24.0,1.67,55.08,87.12,1,Business,Paid,1,9
3014,28.0,3.02,55.5,76.6,0,Business,Free,1,8
3015,28.0,5.92,50.34,75.0,2,Programming,Paid,1,9
3016,24.0,4.94,53.57,73.59,5,Business,Paid,0,7
3017,24.0,3.57,53.7,67.04,2,Marketing,Paid,1,10
3018,27.0,4.13,48.9,64.95,1,Programming,Free,0,4
3019,34.0,5.36,51.9,78.9,1,Programming,Paid,0,5
3020,29.0,6.99,41.82,76.68,5,Programming,Paid,0,6
3021,37.0,3.04,57.07,81.89,3,Design,Free,0,5
3022,35.0,7.51,36.91,88.42,2,Business,Paid,1,9
3023,37.0,3.1,60.59,76.42,5,Design,Paid,0,6
3024,37.0,3.23,56.0,75.92,2,Design,Free,0,7
3025,38.0,10.89,48.91,49.21,2,Programming,Paid,0,6
3026,19.0,2.56,49.62,95.07,5,Programming,Free,0,6
3027,32.0,3.77,55.81,67.03,2,Programming,Paid,0,5
3028,36.0,2.88,53.1,83.34,3,Marketing,Paid,0,9
3029,37.0,2.79,67.7,66.44,4,Business,Free,1,8
3030,22.0,4.32,49.33,62.75,1,Programming,Free,1,10
3031,32.0,5.57,49.92,68.39,0,Business,Free,1,7
3032,28.0,5.03,65.3,57.06,5,Programming,Paid,0,7
3033,40.0,3.5,73.83,38.24,2,Programming,Free,1,7
3034,17.0,2.9,61.61,85.92,2,Programming,Paid,0,9
3035,22.0,2.92,55.84,78.23,4,Marketing,Free,0,7
3036,16.0,2.02,56.32,60.93,0,Business,Free,0,6
3037,28.0,7.06,39.83,79.97,0,Business,Paid,0,6
3038,43.0,5.83,48.12,77.89,2,Programming,Free,0,8
3039,27.0,3.98,64.92,59.68,6,Programming,Free,0,8
3040,28.0,4.95,51.15,75.53,4,Business,Free,0,5
3041,31.0,6.02,46.74,80.08,4,Programming,Free,1,8
3042,26.0,4.24,62.96,57.4,4,Marketing,Free,0,6
3043,30.0,7.59,46.56,76.87,6,Business,Free,0,3
3044,30.0,2.56,54.55,77.64,5,Design,Free,0,7
3045,21.0,,44.27,91.68,0,Business,Free,0,7
3046,26.0,3.29,61.02,78.35,3,Marketing,Free,0,5
3047,32.0,5.43,59.88,69.89,3,Design,Free,0,3
3048,34.0,2.13,55.26,67.75,1,Business,Free,0,6
3049,36.0,9.73,31.97,97.75,6,Marketing,Paid,0,6
3050,29.0,5.22,60.21,63.74,1,Programming,Free,0,4
3051,29.0,8.91,36.04,78.65,5,Marketing,Free,0,6
3052,32.0,3.98,60.64,65.14,0,Programming,Free,1,9
3053,23.0,3.96,48.92,86.89,4,Business,Paid,1,9
3054,23.0,6.81,37.11,87.44,5,Business,Paid,0,8
3055,26.0,8.06,56.77,74.75,3,Business,Paid,0,7
3056,18.0,3.68,53.98,73.93,0,Design,Paid,0,5
3057,30.0,1.65,66.32,66.26,0,Business,Free,0,5
3058,34.0,2.23,60.42,51.27,4,Programming,Paid,0,7
3059,22.0,4.56,65.06,69.21,6,Programming,Free,0,5
3060,30.0,10.14,53.84,72.96,4,Programming,Paid,1,10
3061,23.0,2.82,50.34,69.84,0,Design,Paid,0,6
3062,20.0,4.48,58.28,59.65,5,Design,Paid,0,7
3063,41.0,3.47,65.67,70.48,3,Programming,Free,0,6
3064,20.0,12.03,32.73,79.99,0,Marketing,Paid,1,9
3065,18.0,11.21,42.33,72.74,2,Programming,Free,0,6
3066,29.0,4.91,46.68,64.1,1,Design,Free,1,5
3067,29.0,6.07,44.63,77.97,6,Design,Free,0,4
3068,32.0,6.0,55.58,65.86,6,Programming,Free,0,5
3069,41.0,2.85,50.61,84.51,0,Business,Paid,0,8
3070,22.0,5.55,53.14,64.25,4,Design,Free,0,4
3071,23.0,2.56,46.64,81.8,0,Programming,Free,0,6
3072,38.0,3.75,54.75,88.35,3,Marketing,Free,1,9
3073,34.0,8.47,36.63,76.28,1,Business,Paid,1,9
3074,33.0,5.26,59.87,79.44,5,Business,Paid,1,9
3075,23.0,,37.92,84.73,0,Marketing,Paid,1,8
3076,35.0,7.28,57.18,61.73,6,Marketing,Free,1,7
3077,33.0,2.3,66.0,66.16,1,Programming,Paid,0,8
3078,28.0,1.9,52.95,77.03,1,Business,Paid,1,8
3079,23.0,6.84,38.84,93.3,6,Business,Free,1,6
3080,28.0,6.97,53.14,53.65,6,Programming,Free,0,6
3081,39.0,4.55,46.97,87.65,0,Programming,Free,0,8
3082,19.0,4.84,48.58,65.68,0,Programming,Free,1,7
3083,21.0,6.06,55.15,70.62,5,Business,Free,0,7
3084,23.0,6.01,43.11,84.4,6,Business,Free,1,9
3085,24.0,3.54,48.89,93.24,3,Business,Free,1,7
3086,27.0,6.23,56.76,73.07,1,Programming,Free,1,7
3087,34.0,3.47,57.1,81.98,1,Programming,Free,1,7
3088,30.0,5.66,49.74,68.8,1,Design,Paid,1,9
3089,27.0,4.44,62.43,68.71,4,Design,Free,0,5
3090,29.0,2.75,67.54,58.3,0,Marketing,Free,0,7
3091,31.0,3.63,52.9,71.09,4,Marketing,Paid,1,10
3092,16.0,11.08,35.09,78.43,5,Marketing,Free,1,6
3093,35.0,2.71,63.89,74.73,1,Marketing,Free,1,6
3094,21.0,4.79,52.41,90.63,6,Marketing,Free,0,7
3095,24.0,5.26,36.32,94.55,6,Design,Free,1,8
3096,29.0,3.96,52.03,66.36,2,Programming,Free,0,5
3097,26.0,5.49,61.15,59.84,0,Programming,Free,0,6
3098,30.0,4.7,42.65,85.6,2,Design,Free,1,9
3099,28.0,2.74,59.69,83.17,1,Programming,Free,1,7
3100,25.0,6.45,60.37,77.29,1,Programming,Paid,0,4
3101,38.0,3.17,57.3,79.91,6,Marketing,Free,0,6
3102,32.0,8.88,38.82,74.59,1,Programming,Free,0,5
3103,29.0,4.92,58.49,62.12,2,Marketing,Free,1,8
3104,32.0,3.7,66.51,61.6,5,Business,Paid,1,9
3105,22.0,5.91,51.54,74.44,0,Business,Paid,1,8
3106,42.0,3.34,60.08,72.79,0,Business,Paid,1,10
3107,19.0,4.55,50.23,71.32,2,Programming,Free,0,6
3108,28.0,,53.26,69.56,6,Business,Free,1,7
3109,25.0,3.49,69.71,51.56,5,Programming,Paid,1,9
3110,25.0,2.78,62.0,50.32,6,Marketing,Free,1,8
3111,24.0,15.16,12.83,80.85,6,Programming,Paid,0,6
3112,22.0,4.23,57.84,60.05,0,Programming,Free,0,8
3113,35.0,,60.58,68.45,2,Business,Free,1,6
3114,19.0,3.09,66.85,64.86,3,Business,Free,0,4
3115,34.0,5.01,66.15,64.87,1,Design,Free,1,6
3116,32.0,3.8,59.52,64.66,6,Business,Paid,1,9
3117,24.0,2.48,60.41,80.24,4,Programming,Free,0,6
3118,31.0,4.0,57.99,68.37,5,Business,Free,0,5
3119,26.0,3.98,56.9,75.62,1,Programming,Free,0,6
3120,19.0,4.2,51.21,81.23,5,Programming,Paid,1,9
3121,19.0,2.72,61.2,71.8,0,Programming,Free,0,5
3122,32.0,4.25,47.7,81.62,0,Programming,Paid,0,7
3123,31.0,,67.6,72.17,4,Programming,Paid,1,9
3124,29.0,3.08,38.2,87.64,0,Design,Free,0,5
3125,24.0,5.74,52.14,81.88,1,Programming,Paid,1,8
3126,26.0,13.8,32.34,83.48,5,Programming,Paid,1,9
3127,25.0,7.38,53.38,64.61,3,Design,Free,1,9
3128,16.0,9.72,36.61,71.16,2,Programming,Free,0,4
3129,27.0,3.14,55.24,50.81,2,Business,Free,0,5
3130,31.0,8.62,44.15,87.21,4,Marketing,Free,1,8
3131,27.0,4.49,64.45,67.77,6,Design,Free,1,10
3132,39.0,7.9,48.95,71.41,5,Marketing,Paid,0,7
3133,20.0,4.98,65.82,51.59,2,Programming,Free,0,4
3134,22.0,3.47,55.97,67.56,2,Programming,Free,0,4
3135,28.0,5.61,55.83,68.05,0,Business,Free,0,7
3136,29.0,6.31,50.2,95.05,1,Business,Paid,0,6
3137,16.0,1.83,55.56,81.52,1,Marketing,Free,1,7
3138,31.0,3.83,67.05,61.82,2,Programming,Free,1,9
3139,29.0,6.0,48.56,52.67,6,Business,Free,1,8
3140,16.0,4.59,62.01,40.6,6,Programming,Free,0,4
3141,26.0,5.01,62.77,55.68,0,Programming,Free,0,4
3142,21.0,3.61,73.86,56.03,2,Programming,Paid,0,4
3143,24.0,4.55,53.42,76.16,0,Marketing,Free,0,5
3144,18.0,4.85,48.54,70.26,0,Programming,Paid,0,7
3145,30.0,3.7,68.22,71.19,2,Business,Free,1,9
3146,39.0,3.73,58.44,64.56,6,Business,Paid,1,9
3147,29.0,6.12,55.09,72.67,1,Business,Free,0,4
3148,16.0,4.74,58.18,55.38,4,Business,Free,0,5
3149,29.0,4.53,55.84,71.57,2,Marketing,Free,0,7
3150,26.0,10.2,36.9,77.96,3,Programming,Free,1,7
3151,19.0,5.02,70.24,63.61,6,Programming,Free,0,6
3152,29.0,6.96,54.38,78.44,5,Design,Free,0,6
3153,33.0,4.59,75.01,44.28,5,Programming,Free,1,8
3154,22.0,4.32,59.21,47.31,2,Programming,Paid,0,7
3155,16.0,2.52,48.33,71.93,0,Programming,Free,0,6
3156,16.0,5.65,46.22,84.56,6,Programming,Paid,1,7
3157,22.0,1.22,79.62,65.14,6,Programming,Free,0,7
3158,26.0,4.58,45.18,93.74,6,Programming,Free,0,4
3159,23.0,4.67,65.97,57.34,3,Marketing,Free,0,6
3160,22.0,3.68,54.81,59.84,1,Programming,Free,0,5
3161,31.0,3.89,50.58,73.97,1,Marketing,Free,0,5
3162,30.0,2.89,54.68,81.38,2,Marketing,Paid,1,8
3163,28.0,9.46,59.1,64.99,2,Programming,Paid,1,9
3164,33.0,3.48,68.17,59.35,1,Business,Free,0,6
3165,22.0,2.62,44.68,77.82,6,Business,Free,0,6
3166,19.0,5.18,57.24,72.47,4,Business,Free,0,5
3167,23.0,4.26,51.38,63.86,1,Programming,Free,1,9
3168,23.0,3.45,52.42,73.99,4,Programming,Free,0,5
3169,16.0,3.29,62.6,66.36,4,Programming,Free,1,8
3170,23.0,4.04,65.19,69.46,3,Business,Free,1,8
3171,35.0,7.43,57.02,70.65,6,Marketing,Free,0,9
3172,33.0,6.26,55.13,65.97,6,Business,Paid,0,5
3173,31.0,3.99,62.0,60.85,3,Business,Free,1,9
3174,28.0,5.95,61.54,66.98,3,Marketing,Free,1,6
3175,37.0,5.13,42.89,75.35,1,Business,Paid,0,5
3176,20.0,6.07,70.27,49.54,5,Programming,Paid,0,6
3177,20.0,4.34,47.19,82.42,6,Marketing,Free,1,8
3178,35.0,5.29,56.05,68.22,4,Programming,Free,1,7
3179,27.0,4.15,57.17,59.22,1,Programming,Paid,0,6
3180,22.0,2.43,46.16,90.17,3,Design,Free,1,7
3181,31.0,,53.82,72.94,5,Marketing,Free,1,9
3182,24.0,7.98,55.67,51.98,0,Programming,Free,0,4
3183,21.0,2.48,52.51,89.72,4,Design,Free,0,7
3184,21.0,5.49,46.12,88.26,4,Programming,Paid,1,10
3185,29.0,4.14,68.67,61.09,3,Programming,Paid,0,5
3186,28.0,7.54,62.73,68.12,4,Programming,Paid,0,6
3187,38.0,5.66,60.58,69.97,6,Business,Paid,0,6
3188,25.0,18.13,33.35,52.66,0,Marketing,Free,0,7
3189,25.0,4.43,43.87,75.9,3,Programming,Paid,0,6
3190,37.0,10.12,42.75,82.14,5,Programming,Paid,1,10
3191,34.0,8.46,48.86,75.88,5,Programming,Free,1,9
3192,28.0,5.16,59.34,68.39,3,Programming,Free,1,8
3193,16.0,4.12,44.89,83.42,6,Design,Free,0,7
3194,21.0,4.23,65.32,58.51,2,Business,Free,0,3
3195,20.0,4.07,58.57,91.0,3,Business,Free,0,7
3196,27.0,6.75,46.06,66.28,5,Design,Free,0,4
3197,23.0,2.74,64.49,67.39,3,Design,Free,0,7
3198,38.0,3.77,55.45,61.1,2,Programming,Free,0,5
3199,16.0,3.57,60.44,60.22,3,Programming,Free,0,4
3200,19.0,1.86,55.55,70.48,4,Marketing,Free,0,8
3201,29.0,5.97,50.8,68.45,6,Business,Free,1,8
3202,31.0,8.18,42.7,77.86,4,Marketing,Paid,1,7
3203,16.0,3.05,63.4,63.9,1,Marketing,Free,0,7
3204,16.0,6.45,55.66,72.83,0,Business,Free,0,4
3205,25.0,1.99,71.55,61.05,6,Marketing,Free,0,7
3206,36.0,5.12,44.96,85.32,2,Design,Paid,1,9
3207,40.0,3.83,56.91,76.64,1,Programming,Free,0,4
3208,24.0,4.22,50.35,67.93,1,Programming,Free,0,7
3209,26.0,4.21,59.0,60.2,0,Programming,Free,0,6
3210,21.0,4.9,52.97,75.73,1,Programming,Paid,0,4
3211,31.0,4.26,53.62,61.35,5,Programming,Paid,1,9
3212,38.0,3.86,59.88,71.38,4,Business,Free,0,6
3213,36.0,7.49,48.32,69.33,4,Business,Free,1,8
3214,27.0,3.13,49.04,100.0,0,Design,Free,0,6
3215,21.0,11.19,54.08,53.28,4,Programming,Free,1,8
3216,27.0,3.81,63.07,45.66,6,Business,Paid,0,7
3217,37.0,5.65,60.15,64.35,6,Programming,Paid,1,9
3218,24.0,6.55,66.25,51.41,2,Programming,Paid,1,8
3219,16.0,4.45,66.35,63.28,4,Programming,Paid,0,7
3220,24.0,7.55,53.91,52.43,2,Programming,Free,0,5
3221,25.0,6.48,48.51,61.15,6,Programming,Paid,1,7
3222,16.0,3.7,56.85,59.29,6,Business,Free,0,4
3223,29.0,7.52,35.38,81.59,1,Business,Free,1,8
3224,31.0,3.21,60.99,74.47,3,Business,Paid,1,8
3225,40.0,3.14,59.26,80.91,1,Programming,Free,0,6
3226,18.0,6.53,49.93,75.45,4,Business,Paid,0,8
3227,32.0,7.27,35.93,85.21,2,Business,Paid,1,9
3228,34.0,5.86,50.99,68.37,4,Programming,Paid,1,9
3229,31.0,4.79,55.35,92.54,6,Business,Paid,0,7
3230,20.0,3.62,58.15,78.71,6,Design,Free,0,7
3231,20.0,6.75,56.68,66.2,1,Design,Free,0,7
3232,28.0,5.65,69.62,79.43,0,Programming,Paid,1,8
3233,28.0,2.74,59.95,74.27,5,Design,Free,1,9
3234,23.0,3.34,45.35,69.57,0,Programming,Paid,0,9
3235,36.0,8.01,41.57,69.15,2,Programming,Free,1,6
3236,24.0,2.93,58.43,77.01,6,Programming,Free,0,7
3237,16.0,4.58,62.44,50.27,3,Marketing,Free,1,5
3238,25.0,9.31,44.76,67.79,0,Programming,Paid,1,9
3239,30.0,6.47,46.77,80.19,6,Programming,Paid,0,6
3240,29.0,3.6,51.13,74.98,4,Programming,Paid,0,4
3241,29.0,2.57,65.35,60.67,2,Marketing,Free,0,7
3242,37.0,9.41,60.05,50.32,4,Design,Free,1,8
3243,19.0,2.54,63.18,90.36,4,Marketing,Free,0,5
3244,24.0,3.16,70.26,65.76,3,Programming,Free,0,6
3245,38.0,4.8,43.54,86.17,6,Programming,Free,0,7
3246,16.0,3.67,53.12,81.95,5,Design,Free,0,4
3247,27.0,5.25,56.1,58.48,1,Programming,Free,0,2
3248,36.0,2.09,73.74,43.48,6,Business,Free,0,5
3249,35.0,3.69,57.71,67.65,6,Marketing,Free,0,5
3250,32.0,6.88,46.34,77.63,0,Design,Paid,1,10
3251,32.0,5.51,59.57,77.23,2,Marketing,Free,0,5
3252,20.0,3.13,61.69,62.89,4,Design,Free,0,6
3253,37.0,3.2,57.76,74.14,6,Programming,Paid,1,9
3254,19.0,5.58,52.28,79.78,5,Design,Paid,0,5
3255,19.0,,58.53,83.83,4,Programming,Paid,1,9
3256,30.0,7.23,54.52,67.63,2,Business,Free,0,4
3257,24.0,4.35,64.08,73.31,0,Programming,Free,1,6
3258,28.0,3.7,47.74,75.46,6,Programming,Paid,1,8
3259,30.0,2.52,57.44,82.76,3,Design,Free,0,4
3260,39.0,3.05,62.32,58.16,3,Programming,Free,0,5
3261,30.0,2.51,70.37,35.15,6,Programming,Paid,0,5
3262,23.0,5.07,59.46,68.39,1,Business,Free,0,6
3263,32.0,3.53,65.78,69.23,1,Programming,Paid,0,5
3264,21.0,6.07,49.85,66.42,5,Design,Paid,0,6
3265,33.0,5.16,71.3,49.9,1,Programming,Free,0,5
3266,27.0,7.83,41.4,65.1,6,Programming,Paid,1,9
3267,30.0,4.54,60.24,66.62,6,Programming,Free,1,8
3268,16.0,8.41,39.54,76.05,0,Business,Paid,1,9
3269,16.0,9.46,46.96,52.5,3,Marketing,Paid,0,5
3270,16.0,5.69,60.01,50.96,5,Programming,Paid,1,8
3271,39.0,4.68,47.79,84.36,3,Marketing,Free,1,7
3272,19.0,3.94,37.52,76.1,1,Design,Paid,1,10
3273,32.0,3.25,60.28,74.97,0,Business,Paid,1,9
3274,23.0,7.22,59.08,56.33,0,Business,Free,0,5
3275,25.0,5.33,52.48,70.95,1,Business,Free,1,6
3276,27.0,5.52,53.01,66.87,1,Business,Free,0,5
3277,39.0,3.89,54.07,71.81,2,Design,Paid,0,7
3278,31.0,8.42,40.42,59.38,5,Design,Free,0,5
3279,30.0,3.66,50.89,57.58,3,Programming,Free,0,5
3280,36.0,3.53,53.57,95.66,0,Programming,Paid,0,5
3281,23.0,3.92,62.86,71.16,0,Business,Paid,0,5
3282,34.0,10.28,42.45,81.48,0,Programming,Paid,1,9
3283,33.0,2.46,63.89,65.64,2,Programming,Free,0,7
3284,33.0,2.89,65.85,64.25,5,Programming,Free,0,3
3285,26.0,14.94,40.3,60.37,0,Programming,Free,0,4
3286,24.0,6.19,41.64,85.8,2,Business,Free,1,6
3287,21.0,3.64,55.64,79.1,3,Business,Paid,0,7
3288,21.0,2.49,59.61,66.1,1,Design,Free,0,7
3289,21.0,1.91,61.96,63.27,0,Programming,Free,1,8
3290,30.0,4.24,57.85,84.76,1,Design,Free,1,9
3291,25.0,5.63,75.18,33.94,1,Programming,Free,0,4
3292,30.0,10.04,26.39,78.42,5,Business,Paid,1,9
3293,30.0,,54.53,83.38,6,Design,Paid,1,8
3294,20.0,2.23,59.97,66.5,4,Design,Free,0,6
3295,19.0,3.84,62.08,75.55,5,Design,Free,0,6
